geo_point_2d;geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;insee_com;nom_com;date_modif;notes
48.733288999051005,2.2886824999999993;"{""coordinates"": [2.2886825, 48.733288999051005], ""type"": ""Point""}";n4904249872;NON;8;;public;NON;NON;arceaux;91377;Massy;2019-06;
48.90229989905213,2.4796091;"{""coordinates"": [2.4796091, 48.90229989905213], ""type"": ""Point""}";n9306740060;NON;2;;public;NON;NON;inconnu;93010;Bondy;2021-12;
48.73013589905099,2.2563609499999995;"{""coordinates"": [2.25636095, 48.73013589905099], ""type"": ""Point""}";w798804904;OUI;0;;public;NON;NON;abri;91377;Massy;2020-05;
48.78445369905135,2.405508699999999;"{""coordinates"": [2.4055087, 48.78445369905135], ""type"": ""Point""}";n8210162969;NON;3;;public;NON;NON;autres;94081;Vitry-sur-Seine;2021-03;
48.81698349905156,2.3219122999999984;"{""coordinates"": [2.3219123, 48.81698349905156], ""type"": ""Point""}";n5029341876;NON;4;;public;NON;NON;arceaux;92049;Montrouge;2019-07;
48.83882789905171,2.4938203000000003;"{""coordinates"": [2.4938203, 48.83882789905171], ""type"": ""Point""}";n4215056730;OUI;28;;public;NON;NON;arceaux;94052;Nogent-sur-Marne;2020-09;
48.82213029905158,2.3068645999999986;"{""coordinates"": [2.3068646, 48.82213029905158], ""type"": ""Point""}";n7294975272;NON;6;;public;NON;NON;arceaux;92046;Malakoff;2021-06;
48.81675839905155,2.2695041999999988;"{""coordinates"": [2.2695042, 48.81675839905155], ""type"": ""Point""}";n8859369332;NON;6;;public;NON;NON;arceaux;92040;Issy-les-Moulineaux;2021-06;
48.828562699051645,2.372811;"{""coordinates"": [2.372811, 48.828562699051645], ""type"": ""Point""}";n8093259578;NON;12;;public;NON;NON;arceaux;75113;13e Arrondissement;2020-12;
48.83202359905167,2.314569;"{""coordinates"": [2.314569, 48.83202359905167], ""type"": ""Point""}";n2337609712;NON;12;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-05;
48.82822039905163,2.3562428999999994;"{""coordinates"": [2.3562429, 48.82822039905163], ""type"": ""Point""}";n8196814997;NON;2;;public;NON;NON;arceaux;75113;13e Arrondissement;2020-12;
48.83217229905166,2.3751181999999993;"{""coordinates"": [2.3751182, 48.83217229905166], ""type"": ""Point""}";n5691509725;NON;4;;public;NON;NON;arceaux;75113;13e Arrondissement;2018-06;
48.880187399051984,2.3023627999999996;"{""coordinates"": [2.3023628, 48.880187399051984], ""type"": ""Point""}";n8863494184;NON;0;;public;NON;NON;autres;75117;17e Arrondissement;2021-06;
48.52781939904967,2.0119089;"{""coordinates"": [2.0119089, 48.52781939904967], ""type"": ""Point""}";n7238329821;NON;6;;public;NON;NON;ratelier;91200;Dourdan;2020-02;
48.88261239905202,2.3667355999999993;"{""coordinates"": [2.3667356, 48.88261239905202], ""type"": ""Point""}";n7532974853;NON;10;;public;NON;NON;arceaux;75110;10e Arrondissement;2020-12;
48.828384399051636,2.3527405000000003;"{""coordinates"": [2.3527405, 48.828384399051636], ""type"": ""Point""}";n8174030578;NON;12;;public;NON;NON;arceaux;75113;13e Arrondissement;2020-12;
48.83997779905173,2.3938670999999987;"{""coordinates"": [2.3938671, 48.83997779905173], ""type"": ""Point""}";n4604686059;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2017-01;
48.91678621199263,2.3360313720863344;"{""coordinates"": [2.336031372086334, 48.91678621199263], ""type"": ""Point""}";w683511684;NON;0;;public;NON;NON;autres;93070;Saint-Ouen;2019-04;
48.87412299905194,2.3749135999999993;"{""coordinates"": [2.3749136, 48.87412299905194], ""type"": ""Point""}";n5627504681;NON;6;;public;NON;NON;arceaux;75119;19e Arrondissement;2021-05;
49.003308699052816,2.2068704999999995;"{""coordinates"": [2.2068705, 49.003308699052816], ""type"": ""Point""}";n7896001074;OUI;6;;public;NON;NON;ratelier;95424;Montigny-lès-Cormeilles;2021-11;
48.87273489905192,2.412846899999999;"{""coordinates"": [2.4128469, 48.87273489905192], ""type"": ""Point""}";n4497088858;NON;8;;public;NON;NON;arceaux;75120;20e Arrondissement;2018-05;
48.869203899051904,2.3485758999999997;"{""coordinates"": [2.3485759, 48.869203899051904], ""type"": ""Point""}";n330159417;NON;20;;public;NON;NON;arceaux;75102;2e Arrondissement;2018-05;
48.403365399048866,2.469885599999999;"{""coordinates"": [2.4698856, 48.403365399048866], ""type"": ""Point""}";n2015442310;NON;6;;public;NON;NON;ratelier;91405;Milly-la-Forêt;2020-12;
48.85220229905181,2.3401522999999997;"{""coordinates"": [2.3401523, 48.85220229905181], ""type"": ""Point""}";n5319181159;NON;8;;public;NON;NON;arceaux;75106;6e Arrondissement;2018-08;
48.837624399051684,2.3907533999999995;"{""coordinates"": [2.3907534, 48.837624399051684], ""type"": ""Point""}";n2177689596;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05;
48.88682859905203,2.3081930999999996;"{""coordinates"": [2.3081931, 48.88682859905203], ""type"": ""Point""}";n5569041148;NON;12;;public;NON;NON;arceaux;75117;17e Arrondissement;2018-04;
48.85086539905179,2.3785139999999987;"{""coordinates"": [2.378514, 48.85086539905179], ""type"": ""Point""}";n5630763881;NON;8;;public;NON;NON;arceaux;75111;11e Arrondissement;2018-05;
48.84372719905175,2.2985692;"{""coordinates"": [2.2985692, 48.84372719905175], ""type"": ""Point""}";n1756731524;NON;0;;public;NON;NON;inconnu;75115;15e Arrondissement;2018-05;
48.8066746990515,2.618368000000001;"{""coordinates"": [2.618368, 48.8066746990515], ""type"": ""Point""}";n2837968659;OUI;40;;public;NON;NON;arceaux;77169;Émerainville;2020-03;
48.82301779905161,2.269399799999999;"{""coordinates"": [2.2693998, 48.82301779905161], ""type"": ""Point""}";n4966665468;NON;8;Parking vélos/motos Avenue Victor Cresson;public;NON;NON;inconnu;92040;Issy-les-Moulineaux;2021-06;
48.84765019905177,2.320696999999999;"{""coordinates"": [2.320697, 48.84765019905177], ""type"": ""Point""}";n5628335798;NON;10;;public;NON;NON;arceaux;75106;6e Arrondissement;2021-05;
48.83738669905169,2.3708593999999983;"{""coordinates"": [2.3708594, 48.83738669905169], ""type"": ""Point""}";n8233831133;NON;6;;public;NON;NON;arceaux;75113;13e Arrondissement;2020-12;
48.84646379905175,2.330048600000001;"{""coordinates"": [2.3300486, 48.84646379905175], ""type"": ""Point""}";n7484597106;NON;10;;public;NON;NON;arceaux;75106;6e Arrondissement;2021-04;
48.799276343524426,2.1831699152987905;"{""coordinates"": [2.18316991529879, 48.799276343524426], ""type"": ""Point""}";w639331815;OUI;10;;public;NON;NON;arceaux;78686;Viroflay;2021-06;
48.85816749905183,2.2754001000000006;"{""coordinates"": [2.2754001, 48.85816749905183], ""type"": ""Point""}";n3089509892;NON;16;;public;NON;NON;arceaux;75116;16e Arrondissement;2015-02;
48.83376399905167,2.3380145000000003;"{""coordinates"": [2.3380145, 48.83376399905167], ""type"": ""Point""}";n8125047219;NON;0;;public;NON;NON;autres;75114;14e Arrondissement;2020-11;
48.875743499051964,2.3262716999999995;"{""coordinates"": [2.3262717, 48.875743499051964], ""type"": ""Point""}";n2886084715;NON;30;;public;NON;NON;arceaux;75108;8e Arrondissement;2015-02;
48.897107299052095,2.322942599999999;"{""coordinates"": [2.3229426, 48.897107299052095], ""type"": ""Point""}";n5620640111;NON;6;;public;NON;NON;arceaux;75117;17e Arrondissement;2021-06;
48.896820799052094,2.477068099999999;"{""coordinates"": [2.4770681, 48.896820799052094], ""type"": ""Point""}";n9306740070;NON;2;;public;NON;NON;inconnu;93010;Bondy;2021-12;
48.82836949905163,2.281824899999999;"{""coordinates"": [2.2818249, 48.82836949905163], ""type"": ""Point""}";n8859561830;NON;10;;public;NON;NON;arceaux;92040;Issy-les-Moulineaux;2021-06;
48.76892449905125,2.4561026999999993;"{""coordinates"": [2.4561027, 48.76892449905125], ""type"": ""Point""}";n5632344820;NON;4;;public;NON;NON;arceaux;94028;Créteil;2021-04;
48.97314669905262,2.2543834;"{""coordinates"": [2.2543834, 48.97314669905262], ""type"": ""Point""}";n8922726786;NON;80;;public;NON;NON;arceaux;95582;Sannois;2021-11;
48.94359899905242,2.2515187;"{""coordinates"": [2.2515187, 48.94359899905242], ""type"": ""Point""}";n8849955317;NON;4;;public;NON;NON;inconnu;95018;Argenteuil;2021-06;
48.88606609905203,2.3496453999999996;"{""coordinates"": [2.3496454, 48.88606609905203], ""type"": ""Point""}";n630899555;NON;4;;public;NON;NON;arceaux;75118;18e Arrondissement;2018-05;
48.80918799905152,2.1254699999999986;"{""coordinates"": [2.12547, 48.80918799905152], ""type"": ""Point""}";n8158577826;NON;6;;public;NON;NON;arceaux;78646;Versailles;2020-11;
48.88475059905201,2.3493939999999993;"{""coordinates"": [2.349394, 48.88475059905201], ""type"": ""Point""}";n5623106820;NON;8;;public;NON;NON;arceaux;75118;18e Arrondissement;2020-10;
48.832941399051656,2.404483;"{""coordinates"": [2.404483, 48.832941399051656], ""type"": ""Point""}";n7485089625;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2020-05;
48.89299879905208,2.246024199999999;"{""coordinates"": [2.2460242, 48.89299879905208], ""type"": ""Point""}";n3542013046;NON;4;;public;NON;NON;arceaux;92026;Courbevoie;2016-05;
48.89122009905207,2.2946217999999994;"{""coordinates"": [2.2946218, 48.89122009905207], ""type"": ""Point""}";n4095808245;NON;8;;public;NON;NON;arceaux;92044;Levallois-Perret;2021-08;
48.84333679905175,2.2811056999999995;"{""coordinates"": [2.2811057, 48.84333679905175], ""type"": ""Point""}";n7591423816;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-06;
48.833337799051684,2.3641847000000005;"{""coordinates"": [2.3641847, 48.833337799051684], ""type"": ""Point""}";n2430045155;NON;24;;public;NON;NON;arceaux;75113;13e Arrondissement;2018-05;
48.904513699052146,2.2323239000000004;"{""coordinates"": [2.2323239, 48.904513699052146], ""type"": ""Point""}";n3721256025;NON;20;;public;NON;NON;arceaux;92035;La Garenne-Colombes;2018-05;
48.83294879905167,2.3708482999999996;"{""coordinates"": [2.3708483, 48.83294879905167], ""type"": ""Point""}";n4278635525;NON;10;;public;NON;NON;arceaux;75113;13e Arrondissement;2018-05;
48.92965949905231,2.1434249999999997;"{""coordinates"": [2.143425, 48.92965949905231], ""type"": ""Point""}";n8928792996;NON;7;;public;NON;NON;inconnu;78418;Montesson;2021-07;
48.870132599051914,2.3238112999999996;"{""coordinates"": [2.3238113, 48.870132599051914], ""type"": ""Point""}";n9293460533;NON;0;;public;NON;NON;inconnu;75108;8e Arrondissement;2021-11;
48.85513179905182,2.3243004000000003;"{""coordinates"": [2.3243004, 48.85513179905182], ""type"": ""Point""}";n5615712644;NON;10;;public;NON;NON;inconnu;75107;7e Arrondissement;2018-05;
48.751058099051114,2.345934099999999;"{""coordinates"": [2.3459341, 48.751058099051114], ""type"": ""Point""}";n6632345622;NON;8;;public;NON;NON;arceaux;94065;Rungis;2020-06;
48.80453879905147,2.2893036999999996;"{""coordinates"": [2.2893037, 48.80453879905147], ""type"": ""Point""}";n6691269559;NON;4;;public;NON;NON;arceaux;92020;Châtillon;2021-07;
48.87864889905197,2.3783086000000004;"{""coordinates"": [2.3783086, 48.87864889905197], ""type"": ""Point""}";n8320454098;NON;6;;public;NON;NON;arceaux;75119;19e Arrondissement;2021-01;
48.84869949905177,2.3922090999999996;"{""coordinates"": [2.3922091, 48.84869949905177], ""type"": ""Point""}";n2177689669;NON;0;;public;NON;NON;arceaux;75112;12e Arrondissement;2013-03;
48.845373899051765,2.3811968999999986;"{""coordinates"": [2.3811969, 48.845373899051765], ""type"": ""Point""}";n7645332902;NON;2;;public;NON;NON;arceaux;75112;12e Arrondissement;2020-06;
48.87781999905195,2.3470232;"{""coordinates"": [2.3470232, 48.87781999905195], ""type"": ""Point""}";n8579347750;OUI;0;;privee;NON;NON;abri;75109;9e Arrondissement;2021-03;
48.68242379905067,2.169331999999999;"{""coordinates"": [2.169332, 48.68242379905067], ""type"": ""Point""}";n4641622274;NON;20;;public;NON;NON;arceaux;91692;Les Ulis;2017-01;
48.87865099905196,2.345655799999999;"{""coordinates"": [2.3456558, 48.87865099905196], ""type"": ""Point""}";n5679786641;NON;10;;public;NON;NON;arceaux;75109;9e Arrondissement;2018-06;
48.84160389905173,2.353849099999999;"{""coordinates"": [2.3538491, 48.84160389905173], ""type"": ""Point""}";n2430045160;NON;14;;public;NON;NON;arceaux;75105;5e Arrondissement;2018-05;
48.90908239905217,2.3636456000000003;"{""coordinates"": [2.3636456, 48.90908239905217], ""type"": ""Point""}";n9205118264;NON;10;;public;NON;NON;arceaux;93066;Saint-Denis;2021-10;
48.882281099051994,2.2959435999999993;"{""coordinates"": [2.2959436, 48.882281099051994], ""type"": ""Point""}";n4426107373;NON;4;;public;NON;NON;arceaux;75117;17e Arrondissement;2016-10;
48.87447609905195,2.373419699999999;"{""coordinates"": [2.3734197, 48.87447609905195], ""type"": ""Point""}";n7329935337;OUI;6;Sambre et Meuse;privee;OUI;NON;abri;75110;10e Arrondissement;2020-10;
48.88636379905202,2.3717481;"{""coordinates"": [2.3717481, 48.88636379905202], ""type"": ""Point""}";n5691539196;NON;10;;public;NON;NON;arceaux;75119;19e Arrondissement;2018-06;
48.85449049905181,2.2917400999999997;"{""coordinates"": [2.2917401, 48.85449049905181], ""type"": ""Point""}";n7599478968;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-07;
48.836356899051694,2.4703703999999993;"{""coordinates"": [2.4703704, 48.836356899051694], ""type"": ""Point""}";n6183250823;NON;12;;public;NON;NON;arceaux;94052;Nogent-sur-Marne;2021-01;
48.87662899905195,2.4562463000000005;"{""coordinates"": [2.4562463, 48.87662899905195], ""type"": ""Point""}";n7623223250;NON;10;;public;NON;NON;arceaux;93048;Montreuil;2020-06;
48.87940019905198,2.354543999999999;"{""coordinates"": [2.354544, 48.87940019905198], ""type"": ""Point""}";n5613890116;NON;32;;public;NON;NON;arceaux;75110;10e Arrondissement;2021-10;
48.72447599905095,2.6580308999999995;"{""coordinates"": [2.6580309, 48.72447599905095], ""type"": ""Point""}";n5592436534;NON;0;;public;NON;NON;inconnu;77114;Chevry-Cossigny;2018-05;
48.8234292990516,2.2927835999999995;"{""coordinates"": [2.2927836, 48.8234292990516], ""type"": ""Point""}";n5503555593;NON;4;;public;NON;NON;arceaux;92075;Vanves;2018-03;
48.84973069905177,2.350224499999999;"{""coordinates"": [2.3502245, 48.84973069905177], ""type"": ""Point""}";n5688889467;NON;10;;public;NON;NON;arceaux;75105;5e Arrondissement;2018-06;
48.84433949905174,2.2794499999999998;"{""coordinates"": [2.27945, 48.84433949905174], ""type"": ""Point""}";n7591423809;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2020-06;
48.83705924905169,2.1520827;"{""coordinates"": [2.1520827, 48.83705924905169], ""type"": ""Point""}";w999499888;OUI;12;;public;NON;NON;arceaux;92076;Vaucresson;2021-11;
48.93666189905235,2.157886800000001;"{""coordinates"": [2.1578868, 48.93666189905235], ""type"": ""Point""}";n8667041303;NON;10;;public;NON;NON;arceaux;78586;Sartrouville;2021-06;
48.88722369905202,2.3078355999999993;"{""coordinates"": [2.3078356, 48.88722369905202], ""type"": ""Point""}";n7617362448;NON;8;;public;NON;NON;arceaux;75117;17e Arrondissement;2021-04;
48.70240359905079,2.359975199999999;"{""coordinates"": [2.3599752, 48.70240359905079], ""type"": ""Point""}";n4764372736;NON;6;;public;NON;NON;arceaux;91027;Athis-Mons;2017-03;
48.81944569905157,2.3005188999999997;"{""coordinates"": [2.3005189, 48.81944569905157], ""type"": ""Point""}";n7200618721;NON;0;;public;NON;NON;autres;92046;Malakoff;2020-02;
48.62076909905026,2.1259924999999993;"{""coordinates"": [2.1259925, 48.62076909905026], ""type"": ""Point""}";n7875610172;NON;0;;public;NON;NON;inconnu;91111;Briis-sous-Forges;2020-09;
48.85031189905178,2.2976379999999996;"{""coordinates"": [2.297638, 48.85031189905178], ""type"": ""Point""}";n8384550107;NON;14;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-07;
48.85291639905181,2.3611876;"{""coordinates"": [2.3611876, 48.85291639905181], ""type"": ""Point""}";n8554435058;NON;0;;public;NON;NON;autres;75104;4e Arrondissement;2021-03;
48.62595426755467,2.4399008143682615;"{""coordinates"": [2.439900814368261, 48.62595426755467], ""type"": ""Point""}";w222140913;NON;12;;public;NON;NON;arceaux;91228;Évry;2013-05;
48.92204829905226,2.2549200000000003;"{""coordinates"": [2.25492, 48.92204829905226], ""type"": ""Point""}";n8325551797;NON;6;;public;NON;NON;arceaux;92025;Colombes;2021-01;
48.841462999051714,2.4130721000000004;"{""coordinates"": [2.4130721, 48.841462999051714], ""type"": ""Point""}";n7264798951;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2020-03;
48.93621199905238,2.1578553;"{""coordinates"": [2.1578553, 48.93621199905238], ""type"": ""Point""}";n9288417070;NON;6;;public;NON;NON;arceaux;78586;Sartrouville;2021-11;
48.85910949905184,2.3431381;"{""coordinates"": [2.3431381, 48.85910949905184], ""type"": ""Point""}";n8267988573;NON;18;;public;NON;NON;inconnu;75101;1er Arrondissement;2020-12;
48.828003799051636,2.244201799999999;"{""coordinates"": [2.2442018, 48.828003799051636], ""type"": ""Point""}";n3731120557;NON;6;;public;NON;NON;arceaux;92012;Boulogne-Billancourt;2015-09;
48.79528522755111,2.0629887819679453;"{""coordinates"": [2.062988781967945, 48.79528522755111], ""type"": ""Point""}";w833548308;OUI;0;;public;NON;NON;abri;78545;Saint-Cyr-l'École;2020-08;
48.643594399050414,2.2332102999999996;"{""coordinates"": [2.2332103, 48.643594399050414], ""type"": ""Point""}";n3189388846;NON;2;;public;NON;NON;arceaux;91363;Marcoussis;2014-11;
48.879543499051984,2.3963286000000004;"{""coordinates"": [2.3963286, 48.879543499051984], ""type"": ""Point""}";n7230452080;NON;12;;public;NON;NON;arceaux;75119;19e Arrondissement;2020-02;
48.90835345733253,2.3949660797419683;"{""coordinates"": [2.394966079741968, 48.90835345733253], ""type"": ""Point""}";w980108302;NON;10;;public;NON;NON;arceaux;93001;Aubervilliers;2021-09;
48.840130399051716,2.3283802000000002;"{""coordinates"": [2.3283802, 48.840130399051716], ""type"": ""Point""}";n7490066885;NON;10;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-04;
48.816775599051546,2.3092989999999993;"{""coordinates"": [2.309299, 48.816775599051546], ""type"": ""Point""}";n8850542120;NON;4;;public;NON;NON;arceaux;92049;Montrouge;2021-06;
48.75256089905113,2.2717066;"{""coordinates"": [2.2717066, 48.75256089905113], ""type"": ""Point""}";n3749058739;NON;4;;public;NON;NON;arceaux;91645;Verrières-le-Buisson;2015-09;
48.84764889905175,2.3756562000000008;"{""coordinates"": [2.3756562, 48.84764889905175], ""type"": ""Point""}";n565022685;NON;12;;public;NON;NON;arceaux;75112;12e Arrondissement;2021-10;
48.89565342274416,2.1960098289293355;"{""coordinates"": [2.196009828929335, 48.89565342274416], ""type"": ""Point""}";w249586710;OUI;20;;public;NON;NON;arceaux;92050;Nanterre;2016-03;
48.880318099051976,2.409698;"{""coordinates"": [2.409698, 48.880318099051976], ""type"": ""Point""}";n8301220288;NON;10;;public;NON;NON;arceaux;93061;Le Pré-Saint-Gervais;2021-01;
48.814029399051535,2.3260430999999993;"{""coordinates"": [2.3260431, 48.814029399051535], ""type"": ""Point""}";w715174943;NON;6;;public;NON;NON;arceaux;92049;Montrouge;2019-08;
48.84485189905176,2.2173133000000003;"{""coordinates"": [2.2173133, 48.84485189905176], ""type"": ""Point""}";n1455467337;NON;10;;public;NON;NON;arceaux;92064;Saint-Cloud;2021-08;
48.85933949905184,2.4366101999999996;"{""coordinates"": [2.4366102, 48.85933949905184], ""type"": ""Point""}";n7652085328;NON;4;;public;NON;NON;arceaux;93048;Montreuil;2021-04;
48.82920979905164,2.2363142;"{""coordinates"": [2.2363142, 48.82920979905164], ""type"": ""Point""}";n974136737;NON;0;;public;NON;NON;inconnu;92012;Boulogne-Billancourt;2010-11;
48.89734099905209,2.386623;"{""coordinates"": [2.386623, 48.89734099905209], ""type"": ""Point""}";n3211540628;NON;36;;public;NON;NON;arceaux;75119;19e Arrondissement;2015-02;
48.81348649905154,2.3892715999999994;"{""coordinates"": [2.3892716, 48.81348649905154], ""type"": ""Point""}";n2214370835;NON;6;;public;NON;NON;arceaux;94041;Ivry-sur-Seine;2021-01;
48.71404439905089,2.2004284999999997;"{""coordinates"": [2.2004285, 48.71404439905089], ""type"": ""Point""}";n8542679260;NON;10;;public;NON;NON;arceaux;91477;Palaiseau;2021-06;
48.6419470990504,2.0875383000000007;"{""coordinates"": [2.0875383, 48.6419470990504], ""type"": ""Point""}";n7941285536;NON;20;;public;NON;NON;inconnu;91338;Limours;2020-09;
48.85428419905182,2.3194475999999993;"{""coordinates"": [2.3194476, 48.85428419905182], ""type"": ""Point""}";n2608522207;NON;24;;public;NON;NON;arceaux;75107;7e Arrondissement;2018-05;
48.78614519905135,2.3180431999999995;"{""coordinates"": [2.3180432, 48.78614519905135], ""type"": ""Point""}";n6511736763;NON;8;;public;NON;NON;arceaux;92014;Bourg-la-Reine;2021-08;
48.868507199051905,2.791522899999999;"{""coordinates"": [2.7915229, 48.868507199051905], ""type"": ""Point""}";n4536445702;NON;0;;public;NON;NON;inconnu;77132;Coupvray;2016-12;
48.664107899050556,2.5692566999999995;"{""coordinates"": [2.5692567, 48.664107899050556], ""type"": ""Point""}";n9105415413;NON;6;;public;NON;NON;arceaux;77122;Combs-la-Ville;2021-09;
48.86501849905187,2.3720076;"{""coordinates"": [2.3720076, 48.86501849905187], ""type"": ""Point""}";n5630763879;NON;10;;public;NON;NON;inconnu;75111;11e Arrondissement;2018-05;
48.892466799052045,2.2322699999999998;"{""coordinates"": [2.23227, 48.892466799052045], ""type"": ""Point""}";n4053623665;NON;24;;public;NON;NON;arceaux;92062;Puteaux;2021-05;
